CodEstacao,NomeEstacao,Bacia,SubBacia,Operadora,Responsavel,Municipio-UF,Latitude,Longitude,Altitude,CodRio,NomeRio,Origem,StatusEstacao
38605000,AÇUDE MILHÃ (E. Gonçalves),3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,PUXINANA-PB,-7.14250,-35.95420,0.00,38518000,RIACHO PUXINANÃ,Açudes Semiárido,Ativo
38615000,AÇUDE SAULO MAIA,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,AREIA-PB,-6.94190,-35.67830,0.00,38532050,RIACHO AREIA,Açudes Semiárido,Ativo
38620000,AÇUDE TAUÁ,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,CUITEGI-PB,-6.90750,-35.53830,0.00,38527000,RIO TAUÁ,Açudes Semiárido,Ativo
38625000,AÇUDE CANAFÍSTULA II,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,BORBOREMA-PB,-6.79080,-35.61860,0.00,38525000,RIO PIRPIRITUBA,Açudes Semiárido,Ativo
38630000,AÇUDE PIRPIRITUBA,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,PIRPIRITUBA-PB,-6.81110,-35.57030,0.00,38525000,RIO PIRPIRITUBA,Açudes Semiárido,Ativo
38640000,AÇUDE SUSPIRO,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,SERRA DA RAIZ-PB,-6.72640,-35.47890,0.00,38653000,RIACHO DO SUSPIRO,Açudes Semiárido,Ativo
38648000,AÇUDE LAGOA DO MATIAS,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,BANANEIRAS-PB,-6.73720,-35.57940,0.00,38532200,RIO BANANEIRAS,Açudes Semiárido,Ativo
38653000,AÇUDE DUAS ESTRADAS,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,SERRA DA RAIZ-PB,-6.70560,-35.44330,0.00,38450000,RIO CAMARATUBA,Açudes Semiárido,Ativo
38710000,AÇUDE COVÃO,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,AREIAL-PB,-7.02720,-35.91810,0.00,38498000,RIACHO COVÃO,Açudes Semiárido,Ativo
38735000,AÇUDE MASSARANDUBA,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,MASSARANDUBA-PB,-7.16190,-35.71640,0.00,38513000,RIO CACHOEIRA,Açudes Semiárido,Ativo
38742000,AÇUDE CHÃ DOS PEREIRAS,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,INGÁ-PB,-7.20580,-35.63440,0.00,38652000,RIO GURINHEM,Açudes Semiárido,Ativo
38748000,AÇUDE JOSÉ RODRIGUES,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,CAMPINA GRANDE-PB,-7.31890,-35.77830,0.00,38593000,RIO SURRÃO,Açudes Semiárido,Ativo
38775000,AÇUDE ARAÇAGI,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,ITAPOROROCA-PB,-6.85280,-35.29560,0.00,38500000,RIO MAMANGUAPE,Açudes Semiárido,Ativo
38794000,AÇUDE JANGADA,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,MAMANGUAPE-PB,-6.81860,-35.11940,0.00,38523000,RIO TINTO,Açudes Semiárido,Ativo
38811000,PISF MONTEIRO,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,MONTEIRO-PB,-7.88720,-37.10860,540.40,38612000,RIO MONTEIRO,RHN,Ativo
38811500,PISF SÍTIO QUEIMAÇÃO,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,CAMALAU-PB,-7.87720,-36.92780,0.00,38600000,RIO PARAÍBA,RHN,Ativo
38812000,SÍTIO CONCEIÇÃO,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,SUMÉ-PB,-7.78720,-36.73420,0.00,38612000,RIO MONTEIRO,RHN,Ativo
38820100,SUMÉ - JUSANTE,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,SUMÉ-PB,-7.67110,-36.89750,517.00,38620000,RIO SUCURU,RHN,Ativo
38830000,CARAÚBAS,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,CARAUBAS-PB,-7.72110,-36.50530,493.00,38600000,RIO PARAÍBA,RHN,Ativo
38831000,PISF SÍTIO PORTEIRAS,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,SÃO DOMINGOS DO CARIRI-PB,-7.67810,-36.44420,0.00,38600000,RIO PARAÍBA,RHN,Ativo
38839000,AÇUDE TAPEROÁ II (Manoel Marcionilo),3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,TAPEROÁ-PB,-7.21220,-36.83890,0.00,38632000,RIO TAPEROÁ,Açudes Semiárido,Ativo
38842000,AÇUDE LIVRAMENTO (RUSSOS),3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,LIVRAMENTO-PB,-7.37060,-36.90190,0.00,38636000,RIACHO DO LIVRAMENTO,Açudes Semiárido,Ativo
38843900,AÇUDE SERRA BRANCA II,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,SERRA BRANCA-PB,-7.48030,-36.68440,0.00,38638000,RIACHO JATOBÁ,Açudes Semiárido,Ativo
38844000,AÇUDE SERRA BRANCA I,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,SERRA BRANCA-PB,-7.47390,-36.66060,0.00,38639000,RIACHO SÃO JOÃO DO CARIRÍ,Açudes Semiárido,Ativo
38845000,AÇUDE LAGOA DO MEIO,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,TAPEROÁ-PB,-7.16500,-36.75940,0.00,38635500,RIACHO MANIÇOBA,Açudes Semiárido,Ativo
38847000,AÇUDE GURJÃO,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,GURJÃO-PB,-7.24970,-36.49580,0.00,38651500,RIACHO DAS COBRAS,Açudes Semiárido,Ativo
38847000,AÇUDE GURJÃO,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,GURJÃO-PB,-7.24970,-36.49580,0.00,38651500,RIACHO DAS COBRAS,CotaOnline,Ativo
38848500,AÇUDE TORORÓ,3,38,00291 - IGARN-RN - IGARN-RN,00001 - ANA - Agência Nacional de Águas ,CURRAIS NOVOS-RN,-6.20170,-36.56530,373.00,38651800,RIACHO NAMORADO,Açudes Semiárido,Ativo
38851000,AÇUDE OURO VELHO,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,OURO VELHO-PB,-7.60670,-37.15440,0.00,38428000,RIACHO OLHOS D''ÁGUA,Açudes Semiárido,Ativo
38851400,AÇUDE PRATA II,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,PRATA-PB,-7.69360,-37.08810,0.00,38231000,RIO DA PRATA,Açudes Semiárido,Ativo
38851500,AÇUDE SÃO PAULO,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,PRATA-PB,-7.64890,-37.07720,0.00,38232000,RIACHO DE ACAUÃ,Açudes Semiárido,Ativo
38851800,AÇUDE SUMÉ,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,SUMÉ-PB,-7.67060,-36.90060,0.00,38620000,RIO SUCURU,Açudes Semiárido,Ativo
38851900,AÇUDE SÃO DOMINGOS,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,SÃO DOMINGOS DO CARIRI-PB,-7.62810,-36.44440,0.00,38633000,RIACHO GRAVATÁ,Açudes Semiárido,Ativo
38852000,AÇUDE SOLEDADE,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,SOLEDADE-PB,-7.06750,-36.34780,465.00,38634000,RIACHO DO PADRE,Açudes Semiárido,Ativo
38855020,PISF SÍTIO RIACHO FUNDO,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,CABACEIRAS-PB,-7.59440,-36.30110,382.00,38600000,RIO PARAÍBA,RHN,Ativo
38855100,AÇUDE EPITÁCIO PESSOA (BOQUEIRÃO),3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,BOQUEIRÃO-PB,-7.48890,-36.13970,383.00,38600000,RIO PARAÍBA,Açudes Semiárido,Ativo
38855100,AÇUDE EPITÁCIO PESSOA (BOQUEIRÃO),3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,BOQUEIRÃO-PB,-7.48890,-36.13970,383.00,38600000,RIO PARAÍBA,CotaOnline,Ativo
38855100,AÇUDE EPITÁCIO PESSOA (BOQUEIRÃO),3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,BOQUEIRÃO-PB,-7.48890,-36.13970,383.00,38600000,RIO PARAÍBA,RHN,Ativo
38855150,AÇUDE EPITÁCIO PESSOA JUSANTE,3,38,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,BOQUEIRÃO-PB,-7.48810,-36.13780,348.00,38600000,RIO PARAÍBA,Açudes Semiárido,Ativo
38861000,AÇUDE RIACHO SANTO ANTÔNIO,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,BARRA DE SÃO MIGUEL-PB,-7.70250,-36.16190,0.00,38643000,RIACHO SANTO ANTÔNIO,Açudes Semiárido,Ativo
38870000,AÇUDE ACAUÃ,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,ITATUBA-PB,-7.44190,-35.56110,0.00,38600000,RIO PARAÍBA,CotaOnline,Ativo
38870000,AÇUDE ACAUÃ,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,ITATUBA-PB,-7.44190,-35.56110,0.00,38600000,RIO PARAÍBA,RHN,Ativo
38870000,AÇUDE ACAUÃ,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,ITATUBA-PB,-7.44190,-35.56110,0.00,38600000,RIO PARAÍBA,Açudes Semiárido,Ativo
38876000,AÇUDE GAVIÃO,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,FAGUNDES-PB,-7.35720,-35.74060,0.00,38595000,RIACHO QUATI,Açudes Semiárido,Ativo
38881000,AÇUDE CORDEIRO,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,CONGO-PB,-7.81830,-36.67920,0.00,38600000,RIO PARAÍBA,Açudes Semiárido,Ativo
38885500,AÇUDE OLHO D''ÁGUA,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,MARI-PB,-7.05920,-35.27610,0.00,38654000,RIACHO SÃO SALVADOR,Açudes Semiárido,Ativo
38886000,AÇUDE SÃO SALVADOR,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,SAPÉ-PB,-7.08500,-35.19030,0.00,38654000,RIACHO SÃO SALVADOR,Açudes Semiárido,Ativo
39081230,AÇUDE TIÚMA,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00001 - ANA - Agência Nacional de Águas ,TIMBAUBA-PE,-7.51280,-35.34500,0.00,39218000,RIACHO TIÚMA,Açudes Semiárido,Ativo
39081250,TIMBAÚBA,3,39,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,TIMBAUBA-PE,-7.51280,-35.32690,111.00,39220000,RIO CAPIBERIBE MIRIM,RHN,Ativo
39082700,VICÊNCIA MONTANTE,3,39,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,VICÊNCIA-PE,-7.65690,-34.37110,0.00,39224000,RIO SIRIJI,RHN,Ativo
39084000,CARICÉ,3,39,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,ITAMBÉ (EX-TAMBÉ)-PE,-7.54280,-35.06860,0.00,39220000,RIO CAPIBERIBE MIRIM,RHN,Ativo
39084015,NAZARÉ DA MATA,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,NAZARÉ DA MATA-PE,-7.75420,-35.23310,75.00,39210000,RIO TRACUNHAÉM,Inpe/Sivam(desativadas),Ativo
39084015,NAZARÉ DA MATA,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,NAZARÉ DA MATA-PE,-7.75420,-35.23310,75.00,39210000,RIO TRACUNHAÉM,RHN,Ativo
39084050,AÇUDE MARÉS,3,39,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,JOÃO PESSOA-PB,-7.15440,-34.91030,0.00,39661100,RIO MARÉS,Açudes Semiárido,Ativo
39084080,AÇUDE GRAMAME/MAMUABA,3,39,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,ALHANDRA-PB,-7.29000,-34.95890,0.00,39120000,RIO GRAMAME,Açudes Semiárido,Ativo
39100000,SANTA CRUZ DO CAPIBARIBE,3,39,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,SANTA CRUZ DO CAPIBARIBE-PE,-7.96190,-36.20220,0.00,39400000,RIO CAPIBARIBE,RHN,Ativo
39105000,AÇUDE POÇO FUNDO,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00001 - ANA - Agência Nacional de Águas ,SANTA CRUZ DO CAPIBARIBE-PE,-7.96190,-36.34970,0.00,39400000,RIO CAPIBARIBE,Açudes Semiárido,Ativo
39112000,AÇUDE MACHADO,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00104 - CPRH-PE - Companhia Pernambucana do Meio Ambiente,BREJO DA MADRE DE DEUS-PE,-8.00030,-36.26920,0.00,39402000,RIACHO TABOCAS,Açudes Semiárido,Ativo
39114000,AÇUDE TABOCA-PIACA,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,BELO JARDIM-PE,-8.24750,-36.37610,0.00,39402000,RIACHO TABOCAS,Açudes Semiárido,Ativo
39130010,TORITAMA,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,TORITAMA-PE,-8.01280,-36.05780,376.00,39400000,RIO CAPIBARIBE,Inpe/Sivam(desativadas),Ativo
39130010,TORITAMA,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,TORITAMA-PE,-8.01280,-36.05780,376.00,39400000,RIO CAPIBARIBE,RHN,Ativo
39131500,AÇUDE MANUINO,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00001 - ANA - Agência Nacional de Águas ,BEZERROS-PE,-8.19330,-35.73670,0.00,39532100,RIACHO MANUINO,Açudes Semiárido,Ativo
39135000,AÇUDE MATEUS VIEIRA,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00001 - ANA - Agência Nacional de Águas ,TAQUARITINGA DO NORTE-PE,-7.95250,-36.07580,460.00,39403000,RIACHO QUEIMADAS,Açudes Semiárido,Ativo
39136000,AÇUDE JUCAZINHO,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00104 - CPRH-PE - Companhia Pernambucana do Meio Ambiente,CUMARU-PE,-7.96560,-35.74310,0.00,39385000,RIO CAIAÍ,Açudes Semiárido,Ativo
39145010,LIMOEIRO,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,LIMOEIRO-PE,-7.87890,-35.45190,134.00,39400000,RIO CAPIBARIBE,Inpe/Sivam(desativadas),Ativo
39145010,LIMOEIRO,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,LIMOEIRO-PE,-7.87890,-35.45190,134.00,39400000,RIO CAPIBARIBE,RHN,Ativo
39145550,AÇUDE CARPINA,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00104 - CPRH-PE - Companhia Pernambucana do Meio Ambiente,LAGOA DO CARRO-PE,-7.89690,-35.33390,0.00,39400000,RIO CAPIBARIBE,Açudes Semiárido,Ativo
39150010,PAUDALHO,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,PAUDALHO-PE,-7.89420,-35.17330,64.00,39400000,RIO CAPIBARIBE,RHN,Ativo
39150010,PAUDALHO,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,PAUDALHO-PE,-7.89420,-35.17330,64.00,39400000,RIO CAPIBARIBE,Inpe/Sivam(desativadas),Ativo
39160000,BARRAGEM GLÓRIA DO GOITA,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00001 - ANA - Agência Nacional de Águas ,PAUDALHO-PE,-7.96810,-35.11580,78.41,39440000,RIO GOITA,RHN,Ativo
39167000,VITÓRIA DE SANTO ANTÃO MONTANTE,3,39,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,VITÓRIA DE SANTO ANTÃO-PE,-8.12000,-35.32110,0.00,39450000,RIO TAPACURÁ,RHN,Ativo
39170000,VITÓRIA DE SANTO ANTÃO,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,VITÓRIA DE SANTO ANTÃO-PE,-8.11360,-35.28390,141.00,39450000,RIO TAPACURÁ,Açudes Semiárido,Ativo
39170000,VITÓRIA DE SANTO ANTÃO,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,VITÓRIA DE SANTO ANTÃO-PE,-8.11360,-35.28390,141.00,39450000,RIO TAPACURÁ,RHN,Ativo
39175000,AÇUDE TAPACURÁ,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00104 - CPRH-PE - Companhia Pernambucana do Meio Ambiente,SÃO LOURENÇO DA MATA-PE,-8.03690,-35.16250,0.00,39450000,RIO TAPACURÁ,Açudes Semiárido,Ativo
39185100,JUCAZINHO - JUSANTE,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00001 - ANA - Agência Nacional de Águas ,SURUBIM-PE,-7.96690,-35.74080,255.00,39400000,RIO CAPIBARIBE,Açudes Semiárido,Ativo
39187800,SÃO LOURENÇO DA MATA II,3,39,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,SÃO LOURENÇO DA MATA-PE,-7.99860,-35.03920,32.00,39400000,RIO CAPIBARIBE,RHN,Ativo
39187900,AÇUDE MATRIZ DA LUZ,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00001 - ANA - Agência Nacional de Águas ,SÃO LOURENÇO DA MATA-PE,-8.02360,-35.08030,0.00,39398000,RIO PIXAÓ,Açudes Semiárido,Ativo
39189560,MORENO,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,MORENO-PE,-8.11670,-35.10000,0.00,39520000,RIO JABOATÃO,RHN,Ativo
39189800,AÇUDE DUAS UNAS,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00104 - CPRH-PE - Companhia Pernambucana do Meio Ambiente,JABOATÃO DOS GUARARAPES-PE,-8.09190,-35.03830,0.00,39520000,RIO JABOATÃO,Açudes Semiárido,Ativo
39189940,JABOATÃO,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,JABOATÃO DOS GUARARAPES-PE,-8.10860,-34.99920,0.00,39520000,RIO JABOATÃO,RHN,Ativo
39200550,AÇUDE PIRAPAMA,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00104 - CPRH-PE - Companhia Pernambucana do Meio Ambiente,CABO DE SANTO AGOSTINHO-PE,-8.28810,-35.07170,0.00,39530000,RIO PIRAPAMA,Açudes Semiárido,Ativo
39200800,AÇUDE GURJAÚ,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00001 - ANA - Agência Nacional de Águas ,CABO DE SANTO AGOSTINHO-PE,-8.23640,-35.04970,0.00,39530000,RIO PIRAPAMA,Açudes Semiárido,Ativo
39339950,AÇUDE ENG. SEVERINO GUERRA,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00104 - CPRH-PE - Companhia Pernambucana do Meio Ambiente,BELO JARDIM-PE,-8.31030,-36.42580,0.00,39611000,RIO BITURY,RHN,Ativo
39339950,AÇUDE ENG. SEVERINO GUERRA,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00104 - CPRH-PE - Companhia Pernambucana do Meio Ambiente,BELO JARDIM-PE,-8.31030,-36.42580,0.00,39611000,RIO BITURY,Açudes Semiárido,Ativo
39340010,CARUARU,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,CARUARU-PE,-8.30280,-36.30280,0.00,39600000,RIO IPOJUCA,RHN,Ativo
39340010,CARUARU,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,CARUARU-PE,-8.30280,-36.30280,0.00,39600000,RIO IPOJUCA,Inpe/Sivam(desativadas),Ativo
39340200,AÇUDE BELO JARDIM,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00104 - CPRH-PE - Companhia Pernambucana do Meio Ambiente,BELO JARDIM-PE,-8.34580,-36.37470,0.00,39600000,RIO IPOJUCA,RHN,Ativo
39340200,AÇUDE BELO JARDIM,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00104 - CPRH-PE - Companhia Pernambucana do Meio Ambiente,BELO JARDIM-PE,-8.34580,-36.37470,0.00,39600000,RIO IPOJUCA,Açudes Semiárido,Ativo
39340300,AÇUDE CIPÓ,3,39,00104 - CPRH-PE - Companhia Pernambucana do Meio Ambiente,00001 - ANA - Agência Nacional de Águas ,CARUARU-PE,-8.30720,-36.00030,0.00,39600000,RIO IPOJUCA,Açudes Semiárido,Ativo
39340350,AÇUDE TAQUARA,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00104 - CPRH-PE - Companhia Pernambucana do Meio Ambiente,CARUARU-PE,-8.30360,-36.04440,0.00,39342010,RIACHO TAQUARA,Açudes Semiárido,Ativo
39340350,AÇUDE TAQUARA,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00104 - CPRH-PE - Companhia Pernambucana do Meio Ambiente,CARUARU-PE,-8.30360,-36.04440,0.00,39342010,RIACHO TAQUARA,RHN,Ativo
39340390,AÇUDE SERRA DOS CAVALOS,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00001 - ANA - Agência Nacional de Águas ,CARUARU-PE,-8.35970,-36.04080,0.00,39600000,RIO IPOJUCA,RHN,Ativo
39340390,AÇUDE SERRA DOS CAVALOS,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00001 - ANA - Agência Nacional de Águas ,CARUARU-PE,-8.35970,-36.04080,0.00,39600000,RIO IPOJUCA,Açudes Semiárido,Ativo
39345010,GRAVATÁ,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,GRAVATÁ-PE,-8.21280,-35.60420,0.00,39600000,RIO IPOJUCA,Inpe/Sivam(desativadas),Ativo
39345010,GRAVATÁ,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,GRAVATÁ-PE,-8.21280,-35.60420,0.00,39600000,RIO IPOJUCA,RHN,Ativo
39359600,PRIMAVERA,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,PRIMAVERA-PE,-8.33280,-35.35080,0.00,39600000,RIO IPOJUCA,RHN,Ativo
39370100,ENGENHO MARANHÃO,3,39,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,IPOJUCA-PE,-8.36970,-35.14220,0.00,39600000,RIO IPOJUCA,RHN,Ativo
39431000,AMARAGI,3,39,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,AMARAJI-PE,-8.38030,-35.45530,0.00,39710000,RIO AMARAGI,RHN,Ativo
39433000,JOSÉ MARIANO,3,39,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,RIBEIRÃO-PE,-8.46750,-35.40140,0.00,39710000,RIO AMARAGI,RHN,Ativo
39450000,ENGENHO BENTO,3,39,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,JOAQUIM NABUCO-PE,-8.49720,-35.49780,0.00,39720000,RIO SIRINHAEM,RHN,Ativo
