CodEstacao,NomeEstacao,Bacia,SubBacia,Operadora,Responsavel,Municipio-UF,Latitude,Longitude,Altitude,CodRio,NomeRio,Origem,StatusEstacao
74120700,CGH MATA COBRA MONTANTE 2,7,74,00221 - LIBRAGA - Libraga Brandão e Cia Ltda,00221 - LIBRAGA - Libraga Brandão e Cia Ltda,CARAZINHO-RS,-28.24720,-52.80110,0.00,74101000,RIO DA VÁRZEA,Setor Elétrico,Ativo
74120750,CGH MATA COBRA MONTANTE 1,7,74,00221 - LIBRAGA - Libraga Brandão e Cia Ltda,00221 - LIBRAGA - Libraga Brandão e Cia Ltda,CARAZINHO-RS,-28.26530,-52.89690,492.00,74101000,RIO DA VÁRZEA,Setor Elétrico,Ativo
74120900,CGH MATA COBRA BARRAMENTO,7,74,00221 - LIBRAGA - Libraga Brandão e Cia Ltda,00221 - LIBRAGA - Libraga Brandão e Cia Ltda,ALMIRANTE TAMANDARÉ DO SUL-RS,-28.10250,-53.01530,0.00,74101000,RIO DA VÁRZEA,Setor Elétrico,Ativo
74130000,CGH MATA COBRA JUSANTE,7,74,00221 - LIBRAGA - Libraga Brandão e Cia Ltda,00221 - LIBRAGA - Libraga Brandão e Cia Ltda,ALMIRANTE TAMANDARÉ DO SUL-RS,-28.09860,-53.01560,442.00,74101000,RIO DA VÁRZEA,Setor Elétrico,Ativo
74200500,PCH GARÇA BRANCA MONTANTE,7,74,00638 - GARÇA BRANCA - Garça Branca Energética S/A,00638 - GARÇA BRANCA - Garça Branca Energética S/A,ANCHIETA-SC,-26.54060,-53.43750,362.00,74202000,RIO DAS ANTAS,Setor Elétrico,Ativo
74200900,PCH GARÇA BRANCA BARRAMENTO,7,74,00638 - GARÇA BRANCA - Garça Branca Energética S/A,00638 - GARÇA BRANCA - Garça Branca Energética S/A,ANCHIETA-SC,-26.57690,-53.43440,337.00,74202000,RIO DAS ANTAS,Setor Elétrico,Ativo
74200980,PCH RONCADOR MONTANTE,7,74,01094 - LOMBO - Lombo do Cavalo S.A. Geração Elétrica.,01094 - LOMBO - Lombo do Cavalo S.A. Geração Elétrica.,ANCHIETA-SC,-26.46920,-53.30940,580.00,74202100,RIO CAPETINGA,Setor Elétrico,Ativo
74201000,PCH RONCADOR BARRAMENTO,7,74,01094 - LOMBO - Lombo do Cavalo S.A. Geração Elétrica.,01094 - LOMBO - Lombo do Cavalo S.A. Geração Elétrica.,ANCHIETA-SC,-26.46280,-53.31640,577.00,74202100,RIO CAPETINGA,Setor Elétrico,Ativo
74270010,PASSO RIO DA VÁRZEA,7,74,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,IRAÍ-RS,-27.27750,-53.32000,0.00,74101000,RIO DA VÁRZEA,RHN,Ativo
74295000,LINHA JATAI,7,74,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,CAIBI-SC,-27.01330,-53.29530,242.00,74201000,RIO IRACEMA,RHN,Ativo
74300000,GUATAPARA DE BAIXO,7,74,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,GUARACIABA-SC,-26.58810,-53.45360,318.80,74202000,RIO DAS ANTAS,RHN,Ativo
74300200,PCH GARÇA BRANCA JUSANTE,7,74,00638 - GARÇA BRANCA - Garça Branca Energética S/A,00638 - GARÇA BRANCA - Garça Branca Energética S/A,ANCHIETA-SC,-26.58690,-53.42810,332.00,74202000,RIO DAS ANTAS,Setor Elétrico,Ativo
74314970,PCH SÃO JORGE MONTANTE,7,74,00460 - MAUÊ - Mauê S.A - Geradora e Fornecedora de Insumos,00460 - MAUÊ - Mauê S.A - Geradora e Fornecedora de Insumos,BARRA BONITA-SC,-26.63810,-53.41560,314.00,74202000,RIO DAS ANTAS,Setor Elétrico,Ativo
74314980,PCH SÃO JORGE BARRAMETO,7,74,00460 - MAUÊ - Mauê S.A - Geradora e Fornecedora de Insumos,00460 - MAUÊ - Mauê S.A - Geradora e Fornecedora de Insumos,ROMELÂNDIA-SC,-26.71690,-53.38530,322.00,74202000,RIO DAS ANTAS,Setor Elétrico,Ativo
74315000,PCH FLOR DO SERTÃO SÃO JORGE,7,74,00460 - MAUÊ - Mauê S.A - Geradora e Fornecedora de Insumos,00460 - MAUÊ - Mauê S.A - Geradora e Fornecedora de Insumos,BARRA BONITA-SC,-26.72190,-53.37560,280.00,74202000,RIO DAS ANTAS,Setor Elétrico,Ativo
74320000,PONTE DO SARGENTO,7,74,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,ROMELÂNDIA-SC,-26.68220,-53.28610,317.00,74202200,RIO SARGENTO,RHN,Ativo
74322000,PCH FLOR DO SERTÃO LINHA AZUL,7,74,00460 - MAUÊ - Mauê S.A - Geradora e Fornecedora de Insumos,00460 - MAUÊ - Mauê S.A - Geradora e Fornecedora de Insumos,ROMELÂNDIA-SC,-26.71390,-53.31750,275.00,74202200,RIO SARGENTO,Setor Elétrico,Ativo
74322100,PCH ÂMBAR BARRAMENTO,7,74,01122 - SARGENTO - Rio Sargento Energia S.A.,01122 - SARGENTO - Rio Sargento Energia S.A.,ROMELÂNDIA-SC,-26.72280,-53.34310,308.00,74202200,RIO SARGENTO,Setor Elétrico,Ativo
74322200,PCH ÂMBAR JUSANTE,7,74,01122 - SARGENTO - Rio Sargento Energia S.A.,01122 - SARGENTO - Rio Sargento Energia S.A.,ROMELÂNDIA-SC,-26.75110,-53.35220,284.00,74202200,RIO SARGENTO,Setor Elétrico,Ativo
74323000,PCH FLOR DO SERTÃO BARRAMENTO,7,74,00460 - MAUÊ - Mauê S.A - Geradora e Fornecedora de Insumos,00460 - MAUÊ - Mauê S.A - Geradora e Fornecedora de Insumos,FLOR DO SERTÃO-SC,-26.78920,-53.39360,260.00,74202000,RIO DAS ANTAS,Setor Elétrico,Ativo
74324000,PCH FLOR DO SERTÃO JUSANTE,7,74,00460 - MAUÊ - Mauê S.A - Geradora e Fornecedora de Insumos,00460 - MAUÊ - Mauê S.A - Geradora e Fornecedora de Insumos,FLOR DO SERTÃO-SC,-26.79310,-53.39690,260.00,74202000,RIO DAS ANTAS,Setor Elétrico,Ativo
74329000,ITAPIRANGA,7,74,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,ITAPIRANGA-SC,-27.17170,-53.70970,162.00,70001000,RIO URUGUAI,RHN,Ativo
74329000,ITAPIRANGA,7,74,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,ITAPIRANGA-SC,-27.17170,-53.70970,162.00,70001000,RIO URUGUAI,CotaOnline,Ativo
74339000,CGH GUARITA JOÃO AMADO MONTANTE,7,74,00007 - CEEE - CEEE,00007 - CEEE - CEEE,PALMEIRA DAS MISSÕES-RS,-27.83440,-53.51440,0.00,74203000,RIO GUARITA,Setor Elétrico,Ativo
74340000,CGH GUARITA BARRAMENTO JOÃO AMADO,7,74,00007 - CEEE - CEEE,00007 - CEEE - CEEE,PALMEIRA DAS MISSÕES-RS,-27.76530,-53.55750,480.00,74203000,RIO GUARITA,Setor Elétrico,Ativo
74345000,CGH GUARITA MONTANTE,7,74,00007 - CEEE - CEEE,00007 - CEEE - CEEE,REDENTORA-RS,-27.62830,-53.57250,400.00,74203000,RIO GUARITA,Setor Elétrico,Ativo
74350000,CGH GUARITA BARRAMENTO,7,74,00007 - CEEE - CEEE,00007 - CEEE - CEEE,REDENTORA-RS,-27.61390,-53.57140,410.00,74203000,RIO GUARITA,Setor Elétrico,Ativo
74350100,CGH GUARITA JUSANTE,7,74,00007 - CEEE - CEEE,00007 - CEEE - CEEE,REDENTORA-RS,-27.60670,-53.57420,380.00,74203000,RIO GUARITA,Setor Elétrico,Ativo
74350900,PCH FERRADURA BARRAMENTO,7,74,00156 - BT GERADORA - Bt Geradora de Energia Elétrica S.A,00156 - BT GERADORA - Bt Geradora de Energia Elétrica S.A,ERVAL SECO-RS,-27.56060,-53.57890,0.00,74203000,RIO GUARITA,Setor Elétrico,Ativo
74351000,PCH FERRADURA JUSANTE,7,74,00156 - BT GERADORA - Bt Geradora de Energia Elétrica S.A,00156 - BT GERADORA - Bt Geradora de Energia Elétrica S.A,ERVAL SECO-RS,-27.55890,-53.57640,298.00,74203000,RIO GUARITA,Setor Elétrico,Ativo
74352000,CGH DAS CABRAS BARRAMENTO,7,74,01330 - CABRAS - Cabras Geração de Energia Elétrica S.A.,01330 - CABRAS - Cabras Geração de Energia Elétrica S.A.,ERVAL SECO-RS,-27.53670,-53.56970,295.00,74203000,RIO GUARITA,Setor Elétrico,Ativo
74352200,CGH DAS CABRAS JUSANTE,7,74,01330 - CABRAS - Cabras Geração de Energia Elétrica S.A.,01330 - CABRAS - Cabras Geração de Energia Elétrica S.A.,ERVAL SECO-RS,-27.53440,-53.56500,929.00,74203000,RIO GUARITA,Setor Elétrico,Ativo
74355000,PCH TAMBAÚ BARRAMENTO,7,74,00658 - TAMBAÚ - Tambaú Energética S.A,00658 - TAMBAÚ - Tambaú Energética S.A,ERVAL SECO-RS,-27.44000,-53.56140,0.00,74203000,RIO GUARITA,Setor Elétrico,Ativo
74356000,PCH TAMBAÚ JUSANTE,7,74,00658 - TAMBAÚ - Tambaú Energética S.A,00658 - TAMBAÚ - Tambaú Energética S.A,ERVAL SECO-RS,-27.43030,-53.56110,0.00,74203000,RIO GUARITA,Setor Elétrico,Ativo
74359000,CGH CARLOS BEVILÁCQUA BARRAMENTO,7,74,00179 - CRELUZ G - CRELUZ G,00179 - CRELUZ G - CRELUZ G,SEBERI-RS,-27.60280,-53.39170,468.00,74203100,ARROIO FORTALEZA,Setor Elétrico,Ativo
74360010,PONTE COMANDAÍ GUARANI DAS MISSÕES,7,74,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,GUARANI DAS MISSÕES-RS,-28.13970,-54.56030,0.00,74303600,RIO COMANDAI,RHN,Ativo
74360080,CGH RIO FORTALEZA BARRAMENTO,7,74,00179 - CRELUZ G - CRELUZ G,00179 - CRELUZ G - CRELUZ G,ERVAL SECO-RS,-27.47360,-53.45780,341.00,74203100,ARROIO FORTALEZA,Setor Elétrico,Ativo
74361000,CGH GRANJA VELHA MONTANTE,7,74,00179 - CRELUZ G - CRELUZ G,00179 - CRELUZ G - CRELUZ G,TAQUARUÇU DO SUL-RS,-27.42330,-53.54060,276.00,74203100,ARROIO FORTALEZA,RHN,Ativo
74370010,CPRM - RIO GUARITA PALMITINHO,7,74,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,TENENTE PORTELA-RS,-27.33280,-53.64440,0.00,74203000,RIO GUARITA,RHN,Ativo
74400000,PCH SALTO DAS FLORES MONTANTE,7,74,00465 - SALTODASFLORES - Central Hidrelétrica Salto das Flores S.A,00465 - SALTODASFLORES - Central Hidrelétrica Salto das Flores S.A,PARAÍSO-SC,-26.64280,-53.65310,447.00,74301200,RIO DAS FLORES,Setor Elétrico,Ativo
74400080,PCH SALTO DAS FLORES BARRAMENTO,7,74,00465 - SALTODASFLORES - Central Hidrelétrica Salto das Flores S.A,00465 - SALTODASFLORES - Central Hidrelétrica Salto das Flores S.A,PARAÍSO-SC,-26.66780,-53.65080,444.00,74301200,RIO DAS FLORES,Setor Elétrico,Ativo
74423080,CGH BELMONTE BARRAMENTO,7,74,00692 - RIO DAS FLORES - Companhia Energética Rio das Flores S.A,00692 - RIO DAS FLORES - Companhia Energética Rio das Flores S.A,BANDEIRANTE-SC,-26.83470,-53.66580,259.00,74301200,RIO DAS FLORES,Setor Elétrico,Ativo
74423100,CGH BELMONTE JUSANTE,7,74,00692 - RIO DAS FLORES - Companhia Energética Rio das Flores S.A,00692 - RIO DAS FLORES - Companhia Energética Rio das Flores S.A,BANDEIRANTE-SC,-26.83750,-53.66280,252.00,74301200,RIO DAS FLORES,Setor Elétrico,Ativo
74460000,PONTE DO RIO TURVO,7,74,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,SANTO AUGUSTO-RS,-27.82470,-53.73030,400.00,74301500,RIO TURVO,CotaOnline,Ativo
74462000,PCH CARLOS GONZATTO PONTE TURVO,7,74,00301 - CN ENERGIA - CN Energia S.A,00301 - CN ENERGIA - CN Energia S.A,SANTO AUGUSTO-RS,-27.82030,-53.73280,434.00,74301500,RIO TURVO,Setor Elétrico,Ativo
74463000,PCH CARLOS GONZATTO VILA TURVO,7,74,00301 - CN ENERGIA - CN Energia S.A,00301 - CN ENERGIA - CN Energia S.A,CAMPO NOVO-RS,-27.70890,-53.77500,417.00,74301500,RIO TURVO,Setor Elétrico,Ativo
74464500,PCH CARLOS GONZATTO BARRAMENTO,7,74,00301 - CN ENERGIA - CN Energia S.A,00301 - CN ENERGIA - CN Energia S.A,CAMPO NOVO-RS,-27.62470,-53.80280,772.00,74301500,RIO TURVO,Setor Elétrico,Ativo
74465000,PCH CARLOS GONZATTO JUSANTE,7,74,00301 - CN ENERGIA - CN Energia S.A,00301 - CN ENERGIA - CN Energia S.A,CAMPO NOVO-RS,-27.62310,-53.80080,594.00,74301500,RIO TURVO,Setor Elétrico,Ativo
74466000,PCH MARCO BALDO BARRAMENTO,7,74,00664 - SPE TURVO - SPE Turvo Energia S.A,00664 - SPE TURVO - SPE Turvo Energia S.A,BRAGA-RS,-27.57500,-53.78970,339.00,74301500,RIO TURVO,Setor Elétrico,Ativo
74467000,PCH MARCO BALDO JUSANTE,7,74,00664 - SPE TURVO - SPE Turvo Energia S.A,00664 - SPE TURVO - SPE Turvo Energia S.A,BRAGA-RS,-27.56470,-53.78690,304.00,74301500,RIO TURVO,Setor Elétrico,Ativo
74468000,PCH TOCA DO TIGRE BARRAMENTO,7,74,00508 - CJ HIDRO - CJ Hydro - Geração de Energia S. A,00508 - CJ HIDRO - CJ Hydro - Geração de Energia S. A,BRAGA-RS,-27.54530,-53.80690,398.00,74301500,RIO TURVO,Setor Elétrico,Ativo
74468500,PCH TOCA DO TIGRE JUSANTE,7,74,00508 - CJ HIDRO - CJ Hydro - Geração de Energia S. A,00508 - CJ HIDRO - CJ Hydro - Geração de Energia S. A,BOM PROGRESSO-RS,-27.53530,-53.81500,319.00,74301500,RIO TURVO,Setor Elétrico,Ativo
74470000,TRÊS PASSOS,7,74,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,TRÊS PASSOS-RS,-27.39220,-53.88080,240.00,74301500,RIO TURVO,CotaOnline,Ativo
74500000,ALTO URUGUAI,7,74,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,TIRADENTES DO SUL-RS,-27.30190,-54.13970,119.00,70001000,RIO URUGUAI,RHN,Ativo
74505200,CGH CAA YARI BARRAMENTO,7,74,00179 - CRELUZ G - CRELUZ G,00179 - CRELUZ G - CRELUZ G,CRISSIUMAL-RS,-27.42860,-54.12170,184.00,74301600,LAJEADO GRANDE,Setor Elétrico,Ativo
74549990,CGH BURICÁ BARRAMENTO,7,74,00170 - CERTHIL - CERTHIL,00170 - CERTHIL - CERTHIL,INHACORÁ-RS,-27.89690,-54.10720,281.00,74302000,RIO BURICÁ,Setor Elétrico,Ativo
74550000,CGH BURICÁ JUSANTE,7,74,00170 - CERTHIL - CERTHIL,00170 - CERTHIL - CERTHIL,INHACORÁ-RS,-27.89140,-54.10280,264.00,74302000,RIO BURICÁ,Setor Elétrico,Ativo
74600900,CASCATA BURICÁ NOVA,7,74,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,HORIZONTINA-RS,-27.52220,-54.23330,0.00,74302000,RIO BURICÁ,RHN,Ativo
74650000,CGH BELA UNIÃO MONTANTE 2,7,74,00135 - COOPERLUZ - COOPERLUZ,00135 - COOPERLUZ - COOPERLUZ,GIRUÁ-RS,-27.87280,-54.32080,0.00,74303000,RIO SANTA ROSA,Setor Elétrico,Ativo
74660000,CGH BELA UNIÃO MONTANTE 1,7,74,00135 - COOPERLUZ - COOPERLUZ,00135 - COOPERLUZ - COOPERLUZ,GIRUÁ-RS,-27.83170,-54.35390,0.00,74303000,RIO SANTA ROSA,Setor Elétrico,Ativo
74670000,CGH BELA UNIÃO BARRAMENTO,7,74,00135 - COOPERLUZ - COOPERLUZ,00135 - COOPERLUZ - COOPERLUZ,SANTA ROSA-RS,-27.78170,-54.37360,0.00,74303000,RIO SANTA ROSA,Setor Elétrico,Ativo
74675000,CGH BELA UNIÃO JUSANTE,7,74,00135 - COOPERLUZ - COOPERLUZ,00135 - COOPERLUZ - COOPERLUZ,SANTA ROSA-RS,-27.77940,-54.37360,0.00,74303000,RIO SANTA ROSA,Setor Elétrico,Ativo
74690001,CGH SANTA ROSA BARRAMENTO,7,74,00007 - CEEE - CEEE,00007 - CEEE - CEEE,TRÊS DE MAIO-RS,-27.77140,-54.38890,182.00,74303000,RIO SANTA ROSA,Setor Elétrico,Ativo
74690100,CGH SANTA ROSA JUSANTE,7,74,00007 - CEEE - CEEE,00007 - CEEE - CEEE,TRÊS DE MAIO-RS,-27.77030,-54.38970,0.00,74303000,RIO SANTA ROSA,Setor Elétrico,Ativo
74694000,CGH SANTO ANTÔNIO BARRAMENTO,7,74,00135 - COOPERLUZ - COOPERLUZ,00135 - COOPERLUZ - COOPERLUZ,SANTA ROSA-RS,-27.73030,-54.40830,150.00,74303000,RIO SANTA ROSA,Setor Elétrico,Ativo
74695000,CGH SANTO ANTÔNIO JUSANTE,7,74,00135 - COOPERLUZ - COOPERLUZ,00135 - COOPERLUZ - COOPERLUZ,SANTA ROSA-RS,-27.72940,-54.40940,142.00,74303000,RIO SANTA ROSA,Setor Elétrico,Ativo
74720000,PORTO MAUÁ,7,74,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,PORTO MAUA-RS,-27.57810,-54.68310,120.00,70001000,RIO URUGUAI,RHN,Ativo
74761000,CERRO ALTO TUPARENDI,7,74,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,TUPARENDI-RS,-27.76610,-54.62360,0.00,74303200,RIO SANTO CRISTO,RHN,Ativo
74800000,PORTO LUCENA,7,74,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,PORTO LUCENA-RS,-27.85250,-55.02560,83.00,70001000,RIO URUGUAI,CotaOnline,Ativo
74800000,PORTO LUCENA,7,74,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,PORTO LUCENA-RS,-27.85250,-55.02560,83.00,70001000,RIO URUGUAI,RHN,Ativo
74830000,SAN JAVIER (DNCPVN-564),7,74,00902 - ARGENTINA - Argentina,00902 - ARGENTINA - Argentina,ARGENTINA-AR,-27.88330,-55.13330,0.00,70001000,RIO URUGUAI,RHN,Ativo
75050000,PCH JOSÉ BARASUOL MONTANTE,7,75,00167 - CERILUZ GERAÇÃO - CERILUZ GERAÇÃO,00167 - CERILUZ GERAÇÃO - CERILUZ GERAÇÃO,AJURICABA-RS,-28.27390,-53.64860,0.00,75101000,RIO IJUÍ,Setor Elétrico,Ativo
75120000,PCH PASSO DE AJURICABA BARRAMENTO,7,75,01043 - DEMEI GERAÇÃO - Departamento Municipal de Energia de Ijuí Ger...,01043 - DEMEI GERAÇÃO - Departamento Municipal de Energia de Ijuí Ger...,IJUÍ-RS,-28.28250,-53.81030,295.00,75101000,RIO IJUÍ,Setor Elétrico,Ativo
75155010,PCH PASSO DO AJURICABA MONTANTE,7,75,01043 - DEMEI GERAÇÃO - Departamento Municipal de Energia de Ijuí Ger...,01043 - DEMEI GERAÇÃO - Departamento Municipal de Energia de Ijuí Ger...,BOZANO-RS,-28.28690,-53.78030,299.00,75101000,RIO IJUÍ,Setor Elétrico,Ativo
75175100,PCH SEDE II MONTANTE,7,75,01125 - IJUÍ - Ijuí Centenária Geração SPE Ltda.,01125 - IJUÍ - Ijuí Centenária Geração SPE Ltda.,IJUÍ-RS,-28.40080,-53.82830,0.00,75101400,RIO POTIRIBU,Setor Elétrico,Ativo
75178000,PCH JOSÉ BARASUOL BARRAMENTO,7,75,00167 - CERILUZ GERAÇÃO - CERILUZ GERAÇÃO,00167 - CERILUZ GERAÇÃO - CERILUZ GERAÇÃO,IJUÍ-RS,-28.29250,-53.87780,270.00,75101000,RIO IJUÍ,Setor Elétrico,Ativo
75180000,PCH RS-155 BARRAMENTO,7,75,00167 - CERILUZ GERAÇÃO - CERILUZ GERAÇÃO,00167 - CERILUZ GERAÇÃO - CERILUZ GERAÇÃO,IJUÍ-RS,-28.31280,-53.89640,0.00,75101000,RIO IJUÍ,Setor Elétrico,Ativo
75181000,PCH RS-155 JUSANTE,7,75,00167 - CERILUZ GERAÇÃO - CERILUZ GERAÇÃO,00167 - CERILUZ GERAÇÃO - CERILUZ GERAÇÃO,IJUÍ-RS,-28.31280,-53.91310,250.00,75101000,RIO IJUÍ,Setor Elétrico,Ativo
75185200,PCH SEDE II BARRAMENTO,7,75,01125 - IJUÍ - Ijuí Centenária Geração SPE Ltda.,01125 - IJUÍ - Ijuí Centenária Geração SPE Ltda.,IJUÍ-RS,-28.37110,-53.87920,0.00,75101400,RIO POTIRIBU,Setor Elétrico,Ativo
75186900,PCH LINHA ONZE OESTE JUSANTE,7,75,01216 - LINHA_ONZE - Linha Onze Oeste Energia Ltda.,01216 - LINHA_ONZE - Linha Onze Oeste Energia Ltda.,CORONEL BARROS-RS,-28.35580,-54.04640,0.00,75101000,RIO IJUÍ,Setor Elétrico,Ativo
75187000,PCH JOSÉ BARASUOL RIO POTIRIBU,7,75,00167 - CERILUZ GERAÇÃO - CERILUZ GERAÇÃO,00167 - CERILUZ GERAÇÃO - CERILUZ GERAÇÃO,IJUÍ-RS,-28.36030,-53.90080,0.00,75101400,RIO POTIRIBU,Setor Elétrico,Ativo
75188000,PCH JOSÉ BARASUOL RIO CONCEIÇÃO,7,75,00167 - CERILUZ GERAÇÃO - CERILUZ GERAÇÃO,00167 - CERILUZ GERAÇÃO - CERILUZ GERAÇÃO,IJUÍ-RS,-28.53830,-53.86330,0.00,75102000,RIO CONCEIÇÃO,Setor Elétrico,Ativo
75199000,CGH AUGUSTO PESTANA BARRAMENTO,7,75,01318 - ARROIO BONITO - Arroio Bonito Geração e Comércio de Energia E...,01318 - ARROIO BONITO - Arroio Bonito Geração e Comércio de Energia E...,AUGUSTO PESTANA-RS,-28.48640,-53.95030,0.00,75102000,RIO CONCEIÇÃO,Setor Elétrico,Ativo
75199050,CGH AUGUSTO PESTANA JUSANTE,7,75,01318 - ARROIO BONITO - Arroio Bonito Geração e Comércio de Energia E...,01318 - ARROIO BONITO - Arroio Bonito Geração e Comércio de Energia E...,AUGUSTO PESTANA-RS,-28.48640,-53.95140,0.00,75102000,RIO CONCEIÇÃO,Setor Elétrico,Ativo
75205010,PROP. PONTE RIO CONCEIÇÃO,7,75,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,CORONEL BARROS-RS,-28.38390,-54.03250,0.00,75102000,RIO CONCEIÇÃO,RHN,Ativo
75230000,SANTO ANGELO,7,75,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,ENTRE-IJUIS-RS,-28.35530,-54.26750,189.00,75101000,RIO IJUÍ,RHN,Ativo
75230000,SANTO ANGELO,7,75,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,ENTRE-IJUIS-RS,-28.35530,-54.26750,189.00,75101000,RIO IJUÍ,CotaOnline,Ativo
75230010,ASSOC. ESPORTIVA ENTRE-IJUÍS,7,75,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SANTO ANGELO-RS,-28.35530,-54.26830,0.00,75101000,RIO IJUÍ,RHN,Ativo
75269900,CGH IGREJINHA BARRAMENTO,7,75,01186 - CADEADO - Boa Vista do Cadeado Energia Ltda.,01186 - CADEADO - Boa Vista do Cadeado Energia Ltda.,BOA VISTA DO CADEADO-RS,-28.79530,-53.97140,0.00,75103000,RIO IJUIZINHO,Setor Elétrico,Ativo
75270000,CGH IJUIZINHO PONTE QUEIMADA,7,75,00007 - CEEE - CEEE,00007 - CEEE - CEEE,JÓIA-RS,-28.77780,-53.98170,365.00,75103000,RIO IJUIZINHO,Setor Elétrico,Ativo
75280100,CGH IGREJINHA JUSANTE,7,75,01186 - CADEADO - Boa Vista do Cadeado Energia Ltda.,01186 - CADEADO - Boa Vista do Cadeado Energia Ltda.,BOA VISTA DO CADEADO-RS,-28.77970,-53.96280,0.00,75103000,RIO IJUIZINHO,Setor Elétrico,Ativo
75287000,CGH IJUIZINHO MONTANTE,7,75,00007 - CEEE - CEEE,00007 - CEEE - CEEE,EUGÊNIO DE CASTRO-RS,-28.54330,-54.15530,0.00,75103000,RIO IJUIZINHO,Setor Elétrico,Ativo
75288000,CGH IJUIZINHO BARRAMENTO,7,75,00007 - CEEE - CEEE,00007 - CEEE - CEEE,ENTRE-IJUIS-RS,-28.44170,-54.28860,234.00,75103000,RIO IJUIZINHO,Setor Elétrico,Ativo
75288100,CGH IJUIZINHO JUSANTE,7,75,00007 - CEEE - CEEE,00007 - CEEE - CEEE,ENTRE-IJUIS-RS,-28.43560,-54.28890,250.00,75103000,RIO IJUIZINHO,Setor Elétrico,Ativo
75290000,PCH IJUIZINHO CERMISSÕES MONTANTE,7,75,00168 - CERMISSÕES - CERMISSÕES,00168 - CERMISSÕES - CERMISSÕES,ENTRE-IJUIS-RS,-28.41220,-54.30250,200.00,75103000,RIO IJUIZINHO,Setor Elétrico,Ativo
75291000,PCH IJUIZINHO CERMISSÕES BARRAMENTO,7,75,00168 - CERMISSÕES - CERMISSÕES,00168 - CERMISSÕES - CERMISSÕES,ENTRE-IJUIS-RS,-28.40060,-54.31250,0.00,75103000,RIO IJUIZINHO,Setor Elétrico,Ativo
75305000,UHE SÃO JOSÉ MONTANTE,7,75,00569 - IJUI ENERGIA - Ijuí Energia S.A,00569 - IJUI ENERGIA - Ijuí Energia S.A,CERRO LARGO-RS,-28.19970,-54.64310,164.00,75101000,RIO IJUÍ,Setor Elétrico,Ativo
75307000,UHE SÃO JOSÉ ARROIO URUQUA,7,75,00569 - IJUI ENERGIA - Ijuí Energia S.A,00569 - IJUI ENERGIA - Ijuí Energia S.A,CAIBATÉ-RS,-28.29250,-54.69670,170.00,75103400,ARROIO URUQUA,Setor Elétrico,Ativo
75318000,UHE SÃO JOSÉ RIACHO FUNDO,7,75,00569 - IJUI ENERGIA - Ijuí Energia S.A,00569 - IJUI ENERGIA - Ijuí Energia S.A,ROLADOR-RS,-28.22750,-54.75470,164.00,75103600,RIACHO FUNDO,Setor Elétrico,Ativo
75325000,UHE SÃO JOSÉ BARRAMENTO,7,75,00569 - IJUI ENERGIA - Ijuí Energia S.A,00569 - IJUI ENERGIA - Ijuí Energia S.A,SALVADOR DAS MISSÕES-RS,-28.17780,-54.81440,0.00,75101000,RIO IJUÍ,Setor Elétrico,Ativo
75326000,UHE SÃO JOSÉ JUSANTE,7,75,00569 - IJUI ENERGIA - Ijuí Energia S.A,00569 - IJUI ENERGIA - Ijuí Energia S.A,SALVADOR DAS MISSÕES-RS,-28.17440,-54.81920,141.00,75101000,RIO IJUÍ,Setor Elétrico,Ativo
75331000,UHE PASSO SÃO JOÃO JAMES,7,75,00079 - CGT ELETROSUL - Companhia de Geração e Transmissão de Energia...,00079 - CGT ELETROSUL - Companhia de Geração e Transmissão de Energia...,ROLADOR-RS,-28.20690,-54.86970,0.00,75103500,ARROIO ROLADOR,Setor Elétrico,Ativo
