datahora,"-49.50,-26.75","-49.25,-26.75","-49.25,-27.00","-49.50,-27.00"
2023-01-09 20:00:00,0.18596649,0.05531311,0.062465668,0.05865097
2023-01-09 21:00:00,0.035762787,0.01859665,0.0014305115,0.0
2023-01-09 22:00:00,0.00333786,0.0014305115,0.0,0.0
2023-01-09 23:00:00,0.0014305115,0.0014305115,0.0,0.0
2023-01-10 00:00:00,0.0009536743,0.015258789,0.0071525574,0.0
2023-01-10 01:00:00,0.0009536743,0.014305115,0.009536743,0.0
2023-01-10 02:00:00,0.0,0.0042915344,0.002861023,0.0
2023-01-10 03:00:00,0.0,0.0023841858,0.0014305115,0.0
2023-01-10 04:00:00,0.0,0.0009536743,0.00047683716,0.0
2023-01-10 05:00:00,0.0,0.0,0.0,0.0
2023-01-10 06:00:00,0.0,0.0,0.0,0.0
2023-01-10 07:00:00,0.00047683716,0.0,0.00047683716,0.0009536743
2023-01-10 08:00:00,0.00047683716,0.0,0.0,0.00047683716
2023-01-10 09:00:00,0.00047683716,0.0,0.0,0.0
2023-01-10 10:00:00,0.0,0.00047683716,0.0,0.0
2023-01-10 11:00:00,0.0,0.0009536743,0.0,0.0
2023-01-10 12:00:00,0.00047683716,0.0009536743,0.0,0.0
2023-01-10 13:00:00,0.00047683716,0.00047683716,0.0,0.0
2023-01-10 14:00:00,0.017642975,0.0071525574,0.0,0.005722046
2023-01-10 15:00:00,0.16069412,0.015735626,0.00333786,0.08916855
2023-01-10 16:00:00,1.4705658,0.71525574,0.041007996,0.10871887
2023-01-10 17:00:00,0.22745132,0.03671646,0.099658966,0.22745132
2023-01-10 18:00:00,0.21123886,0.11205673,0.22172928,0.7619858
2023-01-10 19:00:00,0.11014938,0.12111664,0.030040741,0.062465668
2023-01-10 20:00:00,0.02002716,0.035762787,0.022888184,0.0042915344
2023-01-10 21:00:00,0.06818771,0.057697296,0.054359436,0.17976761
2023-01-10 22:00:00,0.21028519,0.21600723,0.13494492,0.36001205
2023-01-10 23:00:00,0.5121231,0.20217896,0.118255615,0.31661987
2023-01-11 00:00:00,0.98514557,0.054836273,0.118255615,0.7624626
2023-01-11 01:00:00,0.6251335,0.09441376,0.118255615,0.39482117
2023-01-11 02:00:00,0.51927567,0.07343292,0.07724762,0.32377243
2023-01-11 03:00:00,0.0333786,0.032424927,0.024318695,0.021457672
2023-01-11 04:00:00,0.0076293945,0.002861023,0.008106232,0.012397766
2023-01-11 05:00:00,0.00333786,0.00047683716,0.006198883,0.0104904175
2023-01-11 06:00:00,0.0047683716,0.0014305115,0.013828278,0.006198883
2023-01-11 07:00:00,0.00047683716,0.00667572,0.0019073486,0.0
2023-01-11 08:00:00,0.0019073486,0.0014305115,0.0,0.0
2023-01-11 09:00:00,0.0014305115,0.0,0.0,0.0009536743
2023-01-11 10:00:00,0.00047683716,0.00047683716,0.0009536743,0.0038146973
