,NomeEstacao,CodEstacao,Bacia,SubBacia,Operadora,Responsavel,Municipio-UF,Latitude,Longitude,Altitude,CodRio,NomeRio,Origem,StatusEstacao
1362,LAGOA PIUM (LAGOA AZUL),38249300,3,38,00291 - IGARN-RN - IGARN-RN,00291 - IGARN-RN - IGARN-RN,NÍSIA FLORESTA-RN,-5.97440,-35.19810,21.84,38241000,RIACHO PIUM,Açudes Semiárido,Ativo
1363,LAGOA DO BOQUEIRÃO,38320000,3,38,00291 - IGARN-RN - IGARN-RN,00291 - IGARN-RN - IGARN-RN,TOUROS-RN,-5.24330,-35.54360,0.00,38101000,RIO BOQUEIRÃO,Açudes Semiárido,Ativo
1364,LAGOA DO BOQUEIRÃO,38330000,3,38,00291 - IGARN-RN - IGARN-RN,00001 - ANA - Agência Nacional de Águas ,TOUROS-RN,-5.63170,-35.65670,0.00,38101000,RIO BOQUEIRÃO,Açudes Semiárido,Ativo
1365,AÇUDE PINGA,38341000,3,38,00291 - IGARN-RN - IGARN-RN,00001 - ANA - Agência Nacional de Águas ,CERRO CORÁ-RN,-6.01670,-36.28060,332.24,38218000,RIACHO PINGA,Açudes Semiárido,Ativo
1366,AÇUDE POÇINHOS,38352800,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,MONTEIRO-PB,-7.93920,-37.21940,0.00,38426000,RIACHO DA JABITACA,Açudes Semiárido,Ativo
1367,PISF AÇUDE SÃO JOSÉ II,38353000,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,MONTEIRO-PB,-7.88440,-37.06750,0.00,38427000,RIACHO MULUNGU,Açudes Semiárido,Ativo
1368,AÇUDE SERROTE,38353500,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,MONTEIRO-PB,-7.92030,-37.10250,0.00,38425000,RIACHO SERROTE,Açudes Semiárido,Ativo
1369,AÇUDE POÇÕES,38354000,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,MONTEIRO-PB,-7.88970,-36.99780,0.00,38612000,RIO MONTEIRO,Açudes Semiárido,Ativo
1370,AÇUDE SANTO ANTÔNIO,38384600,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,SÃO SEBASTIÃO DO UMBUZEIRO-PB,-8.09690,-36.98780,0.00,38446000,RIO DO UMBUZEIRO,Açudes Semiárido,Ativo
1371,AÇUDE TABATINGA,38397000,3,38,00291 - IGARN-RN - IGARN-RN,00001 - ANA - Agência Nacional de Águas ,MACAÍBA-RN,-5.93810,-35.41190,53.76,38230000,RIO JUNDIAÍ,Açudes Semiárido,Ativo
1372,AÇUDE INHARÉ,38441000,3,38,00291 - IGARN-RN - IGARN-RN,00001 - ANA - Agência Nacional de Águas ,SANTA CRUZ-RN,-6.19470,-36.01920,251.79,38311500,RIACHO INHARÉ,Açudes Semiárido,Ativo
1373,AÇUDE SANTA CRUZ DO TRAIRI,38442000,3,38,00291 - IGARN-RN - IGARN-RN,00001 - ANA - Agência Nacional de Águas ,SANTA CRUZ-RN,-6.22420,-36.03000,239.43,38310000,RIO TRAIRÍ,Açudes Semiárido,Ativo
1374,AÇUDE TRAIRÍ,38450000,3,38,00291 - IGARN-RN - IGARN-RN,00291 - IGARN-RN - IGARN-RN,TANGARÁ-RN,-6.25470,-35.82440,169.37,38310000,RIO TRAIRÍ,Açudes Semiárido,Ativo
1375,AÇUDE JAPI II,38465000,3,38,00291 - IGARN-RN - IGARN-RN,00291 - IGARN-RN - IGARN-RN,SÃO JOSÉ DO CAMPESTRE-RN,-6.34560,-35.79530,184.99,38320010,RIO JAPI,Açudes Semiárido,Ativo
1376,LAGOA DO BONFIM,38486000,3,38,00291 - IGARN-RN - IGARN-RN,00291 - IGARN-RN - IGARN-RN,NÍSIA FLORESTA-RN,-6.04170,-35.22580,0.00,38310300,LAGOA DO BONFIM,Açudes Semiárido,Ativo
1377,CAMPO GRANDE,38551000,3,38,00291 - IGARN-RN - IGARN-RN,00291 - IGARN-RN - IGARN-RN,SÃO PAULO DO POTENGI-RN,-5.89030,-35.77310,0.00,38220000,RIO POTENGI,Açudes Semiárido,Ativo
1378,AÇUDE BOQUEIRÃO DO CAIS,38593000,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,CUITÉ-PB,-6.52690,-36.11000,0.00,38319000,RIO CAMPO COMPRIDO,Açudes Semiárido,Ativo
1379,AÇUDE POLEIROS,38594000,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,BARRA DE SANTA ROSA-PB,-6.73000,-36.08860,0.00,38540000,RIACHO POLEIRO,Açudes Semiárido,Ativo
1380,AÇUDE CURIMATAÚ,38595000,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,BARRA DE SANTA ROSA-PB,-6.71500,-36.03530,0.00,38539000,RIO DA CARAIBEIRA,Açudes Semiárido,Ativo
1381,AÇUDE ALGODÃO DE JANDAIRA,38596000,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,ALGODÃO DE JANDAIRA-PB,-6.90500,-36.00330,0.00,38541500,RIACHO DO CÁGADO,Açudes Semiárido,Ativo
1382,AÇUDE EMÍDIO,38599000,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,MONTADAS-PB,-7.09190,-35.92500,0.00,38497000,RIACHO DO EMÍDIO,Açudes Semiárido,Ativo
1383,AÇUDE MANGUAPE,38599500,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,SÃO SEBASTIÃO DE LAGOA DE ROCA-PB,-7.08830,-35.87140,0.00,38500000,RIO MAMANGUAPE,Açudes Semiárido,Ativo
1384,AÇUDE SÃO SEBASTIÃO,38600000,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,SÃO SEBASTIÃO DE LAGOA DE ROCA-PB,-7.09580,-35.86220,0.00,38490000,RIACHO SÃO SEBASTIÃO,Açudes Semiárido,Ativo
1385,AÇUDE MILHÃ (E. Gonçalves),38605000,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,PUXINANA-PB,-7.14250,-35.95420,0.00,38518000,RIACHO PUXINANÃ,Açudes Semiárido,Ativo
1386,AÇUDE SAULO MAIA,38615000,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,AREIA-PB,-6.94190,-35.67830,0.00,38532050,RIACHO AREIA,Açudes Semiárido,Ativo
1387,AÇUDE TAUÁ,38620000,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,CUITEGI-PB,-6.90750,-35.53830,0.00,38527000,RIO TAUÁ,Açudes Semiárido,Ativo
1388,AÇUDE CANAFÍSTULA II,38625000,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,BORBOREMA-PB,-6.79080,-35.61860,0.00,38525000,RIO PIRPIRITUBA,Açudes Semiárido,Ativo
1389,AÇUDE PIRPIRITUBA,38630000,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,PIRPIRITUBA-PB,-6.81110,-35.57030,0.00,38525000,RIO PIRPIRITUBA,Açudes Semiárido,Ativo
1390,AÇUDE SUSPIRO,38640000,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,SERRA DA RAIZ-PB,-6.72640,-35.47890,0.00,38653000,RIACHO DO SUSPIRO,Açudes Semiárido,Ativo
1391,AÇUDE LAGOA DO MATIAS,38648000,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,BANANEIRAS-PB,-6.73720,-35.57940,0.00,38532200,RIO BANANEIRAS,Açudes Semiárido,Ativo
1392,AÇUDE DUAS ESTRADAS,38653000,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,SERRA DA RAIZ-PB,-6.70560,-35.44330,0.00,38450000,RIO CAMARATUBA,Açudes Semiárido,Ativo
1393,AÇUDE COVÃO,38710000,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,AREIAL-PB,-7.02720,-35.91810,0.00,38498000,RIACHO COVÃO,Açudes Semiárido,Ativo
1394,AÇUDE MASSARANDUBA,38735000,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,MASSARANDUBA-PB,-7.16190,-35.71640,0.00,38513000,RIO CACHOEIRA,Açudes Semiárido,Ativo
1395,AÇUDE CHÃ DOS PEREIRAS,38742000,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,INGÁ-PB,-7.20580,-35.63440,0.00,38652000,RIO GURINHEM,Açudes Semiárido,Ativo
1396,AÇUDE JOSÉ RODRIGUES,38748000,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,CAMPINA GRANDE-PB,-7.31890,-35.77830,0.00,38593000,RIO SURRÃO,Açudes Semiárido,Ativo
1397,AÇUDE ARAÇAGI,38775000,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,ITAPOROROCA-PB,-6.85280,-35.29560,0.00,38500000,RIO MAMANGUAPE,Açudes Semiárido,Ativo
1398,AÇUDE JANGADA,38794000,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,MAMANGUAPE-PB,-6.81860,-35.11940,0.00,38523000,RIO TINTO,Açudes Semiárido,Ativo
1399,PISF MONTEIRO,38811000,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,MONTEIRO-PB,-7.88720,-37.10860,540.40,38612000,RIO MONTEIRO,RHN,Ativo
1400,PISF SÍTIO QUEIMAÇÃO,38811500,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,CAMALAU-PB,-7.87720,-36.92780,0.00,38600000,RIO PARAÍBA,RHN,Ativo
1401,SÍTIO CONCEIÇÃO,38812000,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,SUMÉ-PB,-7.78720,-36.73420,0.00,38612000,RIO MONTEIRO,RHN,Ativo
1402,SUMÉ - JUSANTE,38820100,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,SUMÉ-PB,-7.67110,-36.89750,517.00,38620000,RIO SUCURU,RHN,Ativo
1403,CARAÚBAS,38830000,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,CARAUBAS-PB,-7.72110,-36.50530,493.00,38600000,RIO PARAÍBA,RHN,Ativo
1404,PISF SÍTIO PORTEIRAS,38831000,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,SÃO DOMINGOS DO CARIRI-PB,-7.67810,-36.44420,0.00,38600000,RIO PARAÍBA,RHN,Ativo
1405,AÇUDE TAPEROÁ II (Manoel Marcionilo),38839000,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,TAPEROÁ-PB,-7.21220,-36.83890,0.00,38632000,RIO TAPEROÁ,Açudes Semiárido,Ativo
1406,AÇUDE LIVRAMENTO (RUSSOS),38842000,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,LIVRAMENTO-PB,-7.37060,-36.90190,0.00,38636000,RIACHO DO LIVRAMENTO,Açudes Semiárido,Ativo
1407,AÇUDE SERRA BRANCA II,38843900,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,SERRA BRANCA-PB,-7.48030,-36.68440,0.00,38638000,RIACHO JATOBÁ,Açudes Semiárido,Ativo
1408,AÇUDE SERRA BRANCA I,38844000,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,SERRA BRANCA-PB,-7.47390,-36.66060,0.00,38639000,RIACHO SÃO JOÃO DO CARIRÍ,Açudes Semiárido,Ativo
1409,AÇUDE LAGOA DO MEIO,38845000,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,TAPEROÁ-PB,-7.16500,-36.75940,0.00,38635500,RIACHO MANIÇOBA,Açudes Semiárido,Ativo
1410,AÇUDE GURJÃO,38847000,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,GURJÃO-PB,-7.24970,-36.49580,0.00,38651500,RIACHO DAS COBRAS,Açudes Semiárido,Ativo
1411,AÇUDE GURJÃO,38847000,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,GURJÃO-PB,-7.24970,-36.49580,0.00,38651500,RIACHO DAS COBRAS,CotaOnline,Ativo
1412,AÇUDE TORORÓ,38848500,3,38,00291 - IGARN-RN - IGARN-RN,00001 - ANA - Agência Nacional de Águas ,CURRAIS NOVOS-RN,-6.20170,-36.56530,373.00,38651800,RIACHO NAMORADO,Açudes Semiárido,Ativo
1413,AÇUDE OURO VELHO,38851000,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,OURO VELHO-PB,-7.60670,-37.15440,0.00,38428000,RIACHO OLHOS D''ÁGUA,Açudes Semiárido,Ativo
1414,AÇUDE PRATA II,38851400,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,PRATA-PB,-7.69360,-37.08810,0.00,38231000,RIO DA PRATA,Açudes Semiárido,Ativo
1415,AÇUDE SÃO PAULO,38851500,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,PRATA-PB,-7.64890,-37.07720,0.00,38232000,RIACHO DE ACAUÃ,Açudes Semiárido,Ativo
1416,AÇUDE SUMÉ,38851800,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,SUMÉ-PB,-7.67060,-36.90060,0.00,38620000,RIO SUCURU,Açudes Semiárido,Ativo
1417,AÇUDE SÃO DOMINGOS,38851900,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,SÃO DOMINGOS DO CARIRI-PB,-7.62810,-36.44440,0.00,38633000,RIACHO GRAVATÁ,Açudes Semiárido,Ativo
1418,AÇUDE SOLEDADE,38852000,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,SOLEDADE-PB,-7.06750,-36.34780,465.00,38634000,RIACHO DO PADRE,Açudes Semiárido,Ativo
1419,PISF SÍTIO RIACHO FUNDO,38855020,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,CABACEIRAS-PB,-7.59440,-36.30110,382.00,38600000,RIO PARAÍBA,RHN,Ativo
1420,AÇUDE EPITÁCIO PESSOA (BOQUEIRÃO),38855100,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,BOQUEIRÃO-PB,-7.48890,-36.13970,383.00,38600000,RIO PARAÍBA,Açudes Semiárido,Ativo
1421,AÇUDE EPITÁCIO PESSOA (BOQUEIRÃO),38855100,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,BOQUEIRÃO-PB,-7.48890,-36.13970,383.00,38600000,RIO PARAÍBA,CotaOnline,Ativo
1422,AÇUDE EPITÁCIO PESSOA (BOQUEIRÃO),38855100,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,BOQUEIRÃO-PB,-7.48890,-36.13970,383.00,38600000,RIO PARAÍBA,RHN,Ativo
1423,AÇUDE EPITÁCIO PESSOA JUSANTE,38855150,3,38,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,BOQUEIRÃO-PB,-7.48810,-36.13780,348.00,38600000,RIO PARAÍBA,Açudes Semiárido,Ativo
1424,AÇUDE RIACHO SANTO ANTÔNIO,38861000,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,BARRA DE SÃO MIGUEL-PB,-7.70250,-36.16190,0.00,38643000,RIACHO SANTO ANTÔNIO,Açudes Semiárido,Ativo
1425,AÇUDE ACAUÃ,38870000,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,ITATUBA-PB,-7.44190,-35.56110,0.00,38600000,RIO PARAÍBA,CotaOnline,Ativo
1426,AÇUDE ACAUÃ,38870000,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,ITATUBA-PB,-7.44190,-35.56110,0.00,38600000,RIO PARAÍBA,RHN,Ativo
1427,AÇUDE ACAUÃ,38870000,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,ITATUBA-PB,-7.44190,-35.56110,0.00,38600000,RIO PARAÍBA,Açudes Semiárido,Ativo
1428,AÇUDE GAVIÃO,38876000,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,FAGUNDES-PB,-7.35720,-35.74060,0.00,38595000,RIACHO QUATI,Açudes Semiárido,Ativo
1429,AÇUDE CORDEIRO,38881000,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,CONGO-PB,-7.81830,-36.67920,0.00,38600000,RIO PARAÍBA,Açudes Semiárido,Ativo
1430,AÇUDE OLHO D''ÁGUA,38885500,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,MARI-PB,-7.05920,-35.27610,0.00,38654000,RIACHO SÃO SALVADOR,Açudes Semiárido,Ativo
1431,AÇUDE SÃO SALVADOR,38886000,3,38,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,SAPÉ-PB,-7.08500,-35.19030,0.00,38654000,RIACHO SÃO SALVADOR,Açudes Semiárido,Ativo
1432,AÇUDE TIÚMA,39081230,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00001 - ANA - Agência Nacional de Águas ,TIMBAUBA-PE,-7.51280,-35.34500,0.00,39218000,RIACHO TIÚMA,Açudes Semiárido,Ativo
1433,TIMBAÚBA,39081250,3,39,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,TIMBAUBA-PE,-7.51280,-35.32690,111.00,39220000,RIO CAPIBERIBE MIRIM,RHN,Ativo
1434,VICÊNCIA MONTANTE,39082700,3,39,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,VICÊNCIA-PE,-7.65690,-34.37110,0.00,39224000,RIO SIRIJI,RHN,Ativo
1435,CARICÉ,39084000,3,39,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,ITAMBÉ (EX-TAMBÉ)-PE,-7.54280,-35.06860,0.00,39220000,RIO CAPIBERIBE MIRIM,RHN,Ativo
1436,NAZARÉ DA MATA,39084015,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,NAZARÉ DA MATA-PE,-7.75420,-35.23310,75.00,39210000,RIO TRACUNHAÉM,Inpe/Sivam(desativadas),Ativo
1437,NAZARÉ DA MATA,39084015,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,NAZARÉ DA MATA-PE,-7.75420,-35.23310,75.00,39210000,RIO TRACUNHAÉM,RHN,Ativo
1438,AÇUDE MARÉS,39084050,3,39,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00001 - ANA - Agência Nacional de Águas ,JOÃO PESSOA-PB,-7.15440,-34.91030,0.00,39661100,RIO MARÉS,Açudes Semiárido,Ativo
1439,AÇUDE GRAMAME/MAMUABA,39084080,3,39,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,00284 - AESA-PB - Agência Executiva de Gestão das Águas do Esta...,ALHANDRA-PB,-7.29000,-34.95890,0.00,39120000,RIO GRAMAME,Açudes Semiárido,Ativo
1440,SANTA CRUZ DO CAPIBARIBE,39100000,3,39,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,SANTA CRUZ DO CAPIBARIBE-PE,-7.96190,-36.20220,0.00,39400000,RIO CAPIBARIBE,RHN,Ativo
1441,AÇUDE POÇO FUNDO,39105000,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00001 - ANA - Agência Nacional de Águas ,SANTA CRUZ DO CAPIBARIBE-PE,-7.96190,-36.34970,0.00,39400000,RIO CAPIBARIBE,Açudes Semiárido,Ativo
1442,AÇUDE MACHADO,39112000,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00104 - CPRH-PE - Companhia Pernambucana do Meio Ambiente,BREJO DA MADRE DE DEUS-PE,-8.00030,-36.26920,0.00,39402000,RIACHO TABOCAS,Açudes Semiárido,Ativo
1443,AÇUDE TABOCA-PIACA,39114000,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,BELO JARDIM-PE,-8.24750,-36.37610,0.00,39402000,RIACHO TABOCAS,Açudes Semiárido,Ativo
1444,TORITAMA,39130010,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,TORITAMA-PE,-8.01280,-36.05780,376.00,39400000,RIO CAPIBARIBE,Inpe/Sivam(desativadas),Ativo
1445,TORITAMA,39130010,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,TORITAMA-PE,-8.01280,-36.05780,376.00,39400000,RIO CAPIBARIBE,RHN,Ativo
1446,AÇUDE MANUINO,39131500,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00001 - ANA - Agência Nacional de Águas ,BEZERROS-PE,-8.19330,-35.73670,0.00,39532100,RIACHO MANUINO,Açudes Semiárido,Ativo
1447,AÇUDE MATEUS VIEIRA,39135000,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00001 - ANA - Agência Nacional de Águas ,TAQUARITINGA DO NORTE-PE,-7.95250,-36.07580,460.00,39403000,RIACHO QUEIMADAS,Açudes Semiárido,Ativo
1448,AÇUDE JUCAZINHO,39136000,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00104 - CPRH-PE - Companhia Pernambucana do Meio Ambiente,CUMARU-PE,-7.96560,-35.74310,0.00,39385000,RIO CAIAÍ,Açudes Semiárido,Ativo
1449,LIMOEIRO,39145010,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,LIMOEIRO-PE,-7.87890,-35.45190,134.00,39400000,RIO CAPIBARIBE,Inpe/Sivam(desativadas),Ativo
1450,LIMOEIRO,39145010,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,LIMOEIRO-PE,-7.87890,-35.45190,134.00,39400000,RIO CAPIBARIBE,RHN,Ativo
1451,AÇUDE CARPINA,39145550,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00104 - CPRH-PE - Companhia Pernambucana do Meio Ambiente,LAGOA DO CARRO-PE,-7.89690,-35.33390,0.00,39400000,RIO CAPIBARIBE,Açudes Semiárido,Ativo
1452,PAUDALHO,39150010,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,PAUDALHO-PE,-7.89420,-35.17330,64.00,39400000,RIO CAPIBARIBE,RHN,Ativo
1453,PAUDALHO,39150010,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,PAUDALHO-PE,-7.89420,-35.17330,64.00,39400000,RIO CAPIBARIBE,Inpe/Sivam(desativadas),Ativo
1454,BARRAGEM GLÓRIA DO GOITA,39160000,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00001 - ANA - Agência Nacional de Águas ,PAUDALHO-PE,-7.96810,-35.11580,78.41,39440000,RIO GOITA,RHN,Ativo
1455,VITÓRIA DE SANTO ANTÃO MONTANTE,39167000,3,39,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,VITÓRIA DE SANTO ANTÃO-PE,-8.12000,-35.32110,0.00,39450000,RIO TAPACURÁ,RHN,Ativo
1456,VITÓRIA DE SANTO ANTÃO,39170000,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,VITÓRIA DE SANTO ANTÃO-PE,-8.11360,-35.28390,141.00,39450000,RIO TAPACURÁ,Açudes Semiárido,Ativo
1457,VITÓRIA DE SANTO ANTÃO,39170000,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,VITÓRIA DE SANTO ANTÃO-PE,-8.11360,-35.28390,141.00,39450000,RIO TAPACURÁ,RHN,Ativo
1458,AÇUDE TAPACURÁ,39175000,3,39,00230 - APAC-PE - Agência Pernambucana de Águas e Clima,00104 - CPRH-PE - Companhia Pernambucana do Meio Ambiente,SÃO LOURENÇO DA MATA-PE,-8.03690,-35.16250,0.00,39450000,RIO TAPACURÁ,Açudes Semiárido,Ativo
